timestamp,datastream_id,value
2013-03-17 19:31:28+00,mains_t03-1,328.09
2013-03-17 19:31:29+00,mains_t03-1,329.37
2013-03-17 19:31:30+00,mains_t03-1,328.15
2013-03-17 19:31:36+00,mains_t03-1,327.77
2013-03-17 19:31:48+00,mains_t03-1,326.65
2013-03-17 19:31:55+00,mains_t03-1,325.68
2013-03-17 19:32:17+00,mains_t03-1,327.92
2013-03-17 19:32:23+00,mains_t03-1,326.87
2013-03-17 19:32:29+00,mains_t03-1,326.31
2013-03-17 19:32:33+00,mains_t03-1,327.43
2013-03-17 19:32:34+00,mains_t03-1,325.6
2013-03-17 19:32:37+00,mains_t03-1,327.05
2013-03-17 19:32:38+00,mains_t03-1,328.22
2013-03-17 19:32:39+00,mains_t03-1,325.74
2013-03-17 19:32:43+00,mains_t03-1,326.05
2013-03-17 19:32:51+00,mains_t03-1,328.35
2013-03-17 19:32:52+00,mains_t03-1,326.77
2013-03-17 19:33:03+00,mains_t03-1,328.27
2013-03-17 19:33:06+00,mains_t03-1,327.09
2013-03-17 19:33:07+00,mains_t03-1,329.72
2013-03-17 19:33:08+00,mains_t03-1,328.48
2013-03-17 19:33:10+00,mains_t03-1,326.9
2013-03-17 19:33:14+00,mains_t03-1,326.89
2013-03-17 19:33:15+00,mains_t03-1,326.08
2013-03-17 19:33:19+00,mains_t03-1,324.87
2013-03-17 19:33:23+00,mains_t03-1,325.28
2013-03-17 19:33:27+00,mains_t03-1,331.71
2013-03-17 19:33:29+00,mains_t03-1,331.2
2013-03-17 19:33:32+00,mains_t03-1,332.46
2013-03-17 19:33:41+00,mains_t03-1,333.96
2013-03-17 19:33:42+00,mains_t03-1,332.78
2013-03-17 19:33:45+00,mains_t03-1,334.45
2013-03-17 19:33:46+00,mains_t03-1,332.56
2013-03-17 19:33:49+00,mains_t03-1,334.22
2013-03-17 19:33:50+00,mains_t03-1,335.09
2013-03-17 19:33:51+00,mains_t03-1,332.44
2013-03-17 19:33:57+00,mains_t03-1,334.2
2013-03-17 19:34:02+00,mains_t03-1,334.96
2013-03-17 19:34:04+00,mains_t03-1,333.19
2013-03-17 19:34:09+00,mains_t03-1,333.97
2013-03-17 19:34:15+00,mains_t03-1,332.96
2013-03-17 19:34:16+00,mains_t03-1,334.59
2013-03-17 19:34:19+00,mains_t03-1,334.68
2013-03-17 19:34:20+00,mains_t03-1,333.33
2013-03-17 19:34:22+00,mains_t03-1,333.24
2013-03-17 19:34:23+00,mains_t03-1,332.54
2013-03-17 19:34:25+00,mains_t03-1,334.41
2013-03-17 19:34:27+00,mains_t03-1,332.53
2013-03-17 19:34:29+00,mains_t03-1,334.14
2013-03-17 19:34:33+00,mains_t03-1,334.44
2013-03-17 19:34:44+00,mains_t03-1,332.63
2013-03-17 19:34:47+00,mains_t03-1,334.13
2013-03-17 19:34:51+00,mains_t03-1,334.17
2013-03-17 19:34:54+00,mains_t03-1,331.6
2013-03-17 19:34:55+00,mains_t03-1,332.88
2013-03-17 19:35:07+00,mains_t03-1,334.43
2013-03-17 19:35:13+00,mains_t03-1,272.59
2013-03-17 19:35:14+00,mains_t03-1,250.47
2013-03-17 19:35:22+00,mains_t03-1,251.48
2013-03-17 19:35:38+00,mains_t03-1,250.62
2013-03-17 19:35:39+00,mains_t03-1,252.32
2013-03-17 19:35:41+00,mains_t03-1,251.01
2013-03-17 19:35:48+00,mains_t03-1,251.68
2013-03-17 19:36:07+00,mains_t03-1,250.91
2013-03-17 19:36:14+00,mains_t03-1,251.08
2013-03-17 19:36:18+00,mains_t03-1,251.1
2013-03-17 19:36:24+00,mains_t03-1,253.77
2013-03-17 19:36:25+00,mains_t03-1,251.94
2013-03-17 19:36:27+00,mains_t03-1,254.71
2013-03-17 19:36:35+00,mains_t03-1,253.04
2013-03-17 19:36:38+00,mains_t03-1,252.9
2013-03-17 19:36:45+00,mains_t03-1,252.83
2013-03-17 19:38:16+00,mains_t03-1,251.4
2013-03-17 19:38:44+00,mains_t03-1,251.03
2013-03-17 19:38:47+00,mains_t03-1,253.33
2013-03-17 19:38:49+00,mains_t03-1,251.91
2013-03-17 19:38:54+00,mains_t03-1,250.04
2013-03-17 19:38:55+00,mains_t03-1,253.79
2013-03-17 19:38:56+00,mains_t03-1,251.45
2013-03-17 19:39:04+00,mains_t03-1,252.9
2013-03-17 19:39:28+00,mains_t03-1,261.98
2013-03-17 19:39:29+00,mains_t03-1,270.99
2013-03-17 19:39:34+00,mains_t03-1,253.38
2013-03-17 19:39:43+00,mains_t03-1,252.1
2013-03-17 19:39:48+00,mains_t03-1,252.2
2013-03-17 19:39:52+00,mains_t03-1,251.36
2013-03-17 19:39:55+00,mains_t03-1,254
2013-03-17 19:39:56+00,mains_t03-1,252.55
2013-03-17 19:39:57+00,mains_t03-1,251.77
2013-03-17 19:40:09+00,mains_t03-1,251.58
2013-03-17 19:40:11+00,mains_t03-1,253.18
2013-03-17 19:40:17+00,mains_t03-1,256.75
2013-03-17 19:40:18+00,mains_t03-1,270.88
2013-03-17 19:40:19+00,mains_t03-1,269.06
2013-03-17 19:40:24+00,mains_t03-1,270.39
2013-03-17 19:40:32+00,mains_t03-1,270.86
2013-03-17 19:40:34+00,mains_t03-1,269.78
2013-03-17 19:40:42+00,mains_t03-1,268.63
2013-03-17 19:40:44+00,mains_t03-1,270.42
2013-03-17 19:40:48+00,mains_t03-1,271.19
2013-03-17 19:40:49+00,mains_t03-1,269.96
2013-03-17 19:40:52+00,mains_t03-1,270.88
2013-03-17 19:40:58+00,mains_t03-1,269.72
2013-03-17 19:41:07+00,mains_t03-1,267.22
2013-03-17 19:41:08+00,mains_t03-1,252.13
2013-03-17 19:41:17+00,mains_t03-1,252.38
2013-03-17 19:41:18+00,mains_t03-1,331.97
2013-03-17 19:41:19+00,mains_t03-1,456.64
2013-03-17 19:41:20+00,mains_t03-1,462.45
2013-03-17 19:41:21+00,mains_t03-1,473.6
2013-03-17 19:41:29+00,mains_t03-1,458.54
2013-03-17 19:41:30+00,mains_t03-1,456.1
2013-03-17 19:41:34+00,mains_t03-1,457.67
2013-03-17 19:41:35+00,mains_t03-1,523.74
2013-03-17 19:41:36+00,mains_t03-1,2094.65
2013-03-17 19:41:37+00,mains_t03-1,2085.95
2013-03-17 19:41:38+00,mains_t03-1,2076.58
2013-03-17 19:41:39+00,mains_t03-1,2085.22
2013-03-17 19:41:41+00,mains_t03-1,2079.15
2013-03-17 19:41:43+00,mains_t03-1,2068.42
2013-03-17 19:41:44+00,mains_t03-1,2071.53
2013-03-17 19:41:45+00,mains_t03-1,2081.9
2013-03-17 19:41:47+00,mains_t03-1,2084.19
2013-03-17 19:41:48+00,mains_t03-1,2081.28
2013-03-17 19:41:50+00,mains_t03-1,2075.91
2013-03-17 19:41:51+00,mains_t03-1,2081.95
2013-03-17 19:41:52+00,mains_t03-1,2076.99
2013-03-17 19:41:53+00,mains_t03-1,2070.44
2013-03-17 19:41:54+00,mains_t03-1,2073.91
2013-03-17 19:41:55+00,mains_t03-1,2071.32
2013-03-17 19:41:56+00,mains_t03-1,2066.98
2013-03-17 19:41:57+00,mains_t03-1,2064.01
2013-03-17 19:41:58+00,mains_t03-1,2067.24
2013-03-17 19:42:01+00,mains_t03-1,2063.54
2013-03-17 19:42:04+00,mains_t03-1,2068.52
2013-03-17 19:42:05+00,mains_t03-1,2074.29
2013-03-17 19:42:06+00,mains_t03-1,2070.1
2013-03-17 19:42:07+00,mains_t03-1,2066.83
2013-03-17 19:42:09+00,mains_t03-1,2070.76
2013-03-17 19:42:12+00,mains_t03-1,2065.24
2013-03-17 19:42:13+00,mains_t03-1,2054.09
2013-03-17 19:42:15+00,mains_t03-1,2058.82
2013-03-17 19:42:17+00,mains_t03-1,2056.98
2013-03-17 19:42:18+00,mains_t03-1,2053.68
2013-03-17 19:42:19+00,mains_t03-1,2057.05
2013-03-17 19:42:20+00,mains_t03-1,2060.06
2013-03-17 19:42:23+00,mains_t03-1,2055.67
2013-03-17 19:42:25+00,mains_t03-1,2057.61
2013-03-17 19:42:26+00,mains_t03-1,2059.89
2013-03-17 19:42:32+00,mains_t03-1,2060.97
2013-03-17 19:42:33+00,mains_t03-1,2058.44
2013-03-17 19:42:34+00,mains_t03-1,2055.97
2013-03-17 19:42:35+00,mains_t03-1,2053.67
2013-03-17 19:42:38+00,mains_t03-1,2057.89
2013-03-17 19:42:40+00,mains_t03-1,2054.02
2013-03-17 19:42:41+00,mains_t03-1,2052.67
2013-03-17 19:42:43+00,mains_t03-1,2056.49
2013-03-17 19:42:44+00,mains_t03-1,2058.35
2013-03-17 19:42:46+00,mains_t03-1,2052.11
2013-03-17 19:42:47+00,mains_t03-1,2037.63
2013-03-17 19:42:48+00,mains_t03-1,2048.44
2013-03-17 19:42:49+00,mains_t03-1,2060.53
2013-03-17 19:42:50+00,mains_t03-1,2066.02
2013-03-17 19:42:51+00,mains_t03-1,2057.69
2013-03-17 19:42:53+00,mains_t03-1,2060.74
2013-03-17 19:42:54+00,mains_t03-1,2063.74
2013-03-17 19:42:55+00,mains_t03-1,2060.94
2013-03-17 19:42:56+00,mains_t03-1,2051.44
2013-03-17 19:42:57+00,mains_t03-1,2056.01
2013-03-17 19:42:58+00,mains_t03-1,2062.24
2013-03-17 19:43:00+00,mains_t03-1,2060.24
2013-03-17 19:43:01+00,mains_t03-1,2058.13
2013-03-17 19:43:03+00,mains_t03-1,2063.5
2013-03-17 19:43:06+00,mains_t03-1,2059.81
2013-03-17 19:43:12+00,mains_t03-1,2056.71
2013-03-17 19:43:14+00,mains_t03-1,2054.04
2013-03-17 19:43:15+00,mains_t03-1,2061.68
2013-03-17 19:43:16+00,mains_t03-1,2056.56
2013-03-17 19:43:18+00,mains_t03-1,2061.05
2013-03-17 19:43:20+00,mains_t03-1,2056.36
2013-03-17 19:43:21+00,mains_t03-1,2052.07
2013-03-17 19:43:23+00,mains_t03-1,2057.59
2013-03-17 19:43:25+00,mains_t03-1,2052.22
2013-03-17 19:43:30+00,mains_t03-1,2048.59
2013-03-17 19:43:32+00,mains_t03-1,2053.98
2013-03-17 19:43:35+00,mains_t03-1,2050.07
2013-03-17 19:43:37+00,mains_t03-1,2053.7
2013-03-17 19:43:39+00,mains_t03-1,2044.18
2013-03-17 19:43:40+00,mains_t03-1,2035.37
2013-03-17 19:43:44+00,mains_t03-1,2027.38
2013-03-17 19:43:46+00,mains_t03-1,2030.88
2013-03-17 19:43:47+00,mains_t03-1,2039.78
2013-03-17 19:43:48+00,mains_t03-1,2048.16
2013-03-17 19:43:52+00,mains_t03-1,2052.04
2013-03-17 19:43:53+00,mains_t03-1,2055.57
2013-03-17 19:43:57+00,mains_t03-1,2067.54
2013-03-17 19:43:59+00,mains_t03-1,2054.97
2013-03-17 19:44:00+00,mains_t03-1,2046.66
2013-03-17 19:44:11+00,mains_t03-1,2036.43
2013-03-17 19:44:12+00,mains_t03-1,2030
2013-03-17 19:44:18+00,mains_t03-1,2035.36
2013-03-17 19:44:24+00,mains_t03-1,653.78
2013-03-17 19:44:25+00,mains_t03-1,457.09
2013-03-17 19:45:02+00,mains_t03-1,310.22
2013-03-17 19:45:03+00,mains_t03-1,252.82
2013-03-17 19:47:00+00,mains_t03-1,248.56
2013-03-17 19:47:16+00,mains_t03-1,249.11
2013-03-17 19:47:24+00,mains_t03-1,248.48
2013-03-17 19:47:28+00,mains_t03-1,251.31
2013-03-17 19:47:30+00,mains_t03-1,249.78
2013-03-17 19:47:33+00,mains_t03-1,250.98
2013-03-17 19:47:35+00,mains_t03-1,249.89
2013-03-17 19:47:38+00,mains_t03-1,251.44
2013-03-17 19:47:43+00,mains_t03-1,252.49
2013-03-17 19:47:45+00,mains_t03-1,250.81
2013-03-17 19:47:48+00,mains_t03-1,252.58
2013-03-17 19:47:50+00,mains_t03-1,250.89
2013-03-17 19:47:52+00,mains_t03-1,250.25
2013-03-17 19:47:53+00,mains_t03-1,251.55
2013-03-17 19:48:00+00,mains_t03-1,251.53
2013-03-17 19:48:05+00,mains_t03-1,251.29
2013-03-17 19:48:08+00,mains_t03-1,253.12
2013-03-17 19:48:14+00,mains_t03-1,253.01
2013-03-17 19:48:15+00,mains_t03-1,251.63
2013-03-17 19:48:21+00,mains_t03-1,250.7
2013-03-17 19:48:25+00,mains_t03-1,250.76
2013-03-17 19:48:34+00,mains_t03-1,252.32
2013-03-17 19:48:35+00,mains_t03-1,251.4
2013-03-17 19:48:36+00,mains_t03-1,250.57
2013-03-17 19:48:39+00,mains_t03-1,252.83
2013-03-17 19:48:40+00,mains_t03-1,251.46
2013-03-17 19:48:43+00,mains_t03-1,252.87
2013-03-17 19:48:50+00,mains_t03-1,252.8
2013-03-17 19:48:51+00,mains_t03-1,251.51
2013-03-17 19:48:55+00,mains_t03-1,253.02
2013-03-17 19:48:57+00,mains_t03-1,251.71
2013-03-17 19:49:03+00,mains_t03-1,250.45
2013-03-17 19:49:04+00,mains_t03-1,251.51
2013-03-17 19:49:05+00,mains_t03-1,249.41
2013-03-17 19:49:06+00,mains_t03-1,250.27
2013-03-17 19:49:07+00,mains_t03-1,251.97
2013-03-17 19:49:08+00,mains_t03-1,250.62
2013-03-17 19:49:11+00,mains_t03-1,248.89
2013-03-17 19:49:14+00,mains_t03-1,252.16
2013-03-17 19:49:16+00,mains_t03-1,250.08
2013-03-17 19:49:23+00,mains_t03-1,252.42
2013-03-17 19:49:25+00,mains_t03-1,250.98
2013-03-17 19:49:32+00,mains_t03-1,252.34
2013-03-17 19:49:33+00,mains_t03-1,250.79
2013-03-17 19:49:37+00,mains_t03-1,250.01
2013-03-17 19:49:39+00,mains_t03-1,248.53
2013-03-17 19:49:41+00,mains_t03-1,249.48
2013-03-17 19:49:54+00,mains_t03-1,249.11
2013-03-17 19:50:00+00,mains_t03-1,249.07
2013-03-17 19:50:13+00,mains_t03-1,249.6
2013-03-17 19:50:14+00,mains_t03-1,248.61
2013-03-17 19:50:24+00,mains_t03-1,248.21
2013-03-17 19:50:25+00,mains_t03-1,249.27
2013-03-17 19:50:29+00,mains_t03-1,248.17
2013-03-17 19:50:30+00,mains_t03-1,247.49
2013-03-17 19:50:37+00,mains_t03-1,248.24
2013-03-17 19:50:42+00,mains_t03-1,248.05
2013-03-17 19:50:43+00,mains_t03-1,246.97
2013-03-17 19:50:50+00,mains_t03-1,246.01
2013-03-17 19:51:01+00,mains_t03-1,247.73
2013-03-17 19:51:05+00,mains_t03-1,246.59
2013-03-17 19:51:08+00,mains_t03-1,248.62
2013-03-17 19:51:09+00,mains_t03-1,246.7
2013-03-17 19:51:10+00,mains_t03-1,249
2013-03-17 19:51:13+00,mains_t03-1,247.19
2013-03-17 19:51:14+00,mains_t03-1,250.01
2013-03-17 19:51:17+00,mains_t03-1,248.17
2013-03-17 19:51:19+00,mains_t03-1,249.63
2013-03-17 19:51:21+00,mains_t03-1,247.83
2013-03-17 19:51:22+00,mains_t03-1,248.76
2013-03-17 19:51:24+00,mains_t03-1,250.41
2013-03-17 19:51:25+00,mains_t03-1,248.62
2013-03-17 19:51:26+00,mains_t03-1,247.46
2013-03-17 19:51:28+00,mains_t03-1,248.78
2013-03-17 19:51:29+00,mains_t03-1,247.52
2013-03-17 19:51:33+00,mains_t03-1,248.12
2013-03-17 19:51:36+00,mains_t03-1,250.39
2013-03-17 19:51:44+00,mains_t03-1,250.01
2013-03-17 19:51:53+00,mains_t03-1,249.08
2013-03-17 19:51:57+00,mains_t03-1,249.27
2013-03-17 19:52:01+00,mains_t03-1,249.35
2013-03-17 19:52:02+00,mains_t03-1,248.72
2013-03-17 19:52:04+00,mains_t03-1,249.52
2013-03-17 19:52:10+00,mains_t03-1,248.98
2013-03-17 19:52:11+00,mains_t03-1,247.92
2013-03-17 19:52:13+00,mains_t03-1,250.34
2013-03-17 19:52:20+00,mains_t03-1,248.89
2013-03-17 19:52:27+00,mains_t03-1,250.31
2013-03-17 19:52:29+00,mains_t03-1,248.93
2013-03-17 19:52:31+00,mains_t03-1,250.76
2013-03-17 19:52:33+00,mains_t03-1,249.29
2013-03-17 19:52:37+00,mains_t03-1,249.88
2013-03-17 19:52:38+00,mains_t03-1,248.97
2013-03-17 19:52:39+00,mains_t03-1,247.68
2013-03-17 19:52:43+00,mains_t03-1,247.25
2013-03-17 19:52:46+00,mains_t03-1,249.94
2013-03-17 19:52:48+00,mains_t03-1,248.63
2013-03-17 19:52:51+00,mains_t03-1,250.85
2013-03-17 19:52:53+00,mains_t03-1,249.48
2013-03-17 19:52:55+00,mains_t03-1,250.92
2013-03-17 19:52:57+00,mains_t03-1,249.27
2013-03-17 19:53:01+00,mains_t03-1,249.69
2013-03-17 19:53:02+00,mains_t03-1,248.84
2013-03-17 19:53:04+00,mains_t03-1,250.97
2013-03-17 19:53:05+00,mains_t03-1,325.9
2013-03-17 19:53:06+00,mains_t03-1,342.11
2013-03-17 19:53:07+00,mains_t03-1,333.52
2013-03-17 19:53:08+00,mains_t03-1,1077.95
2013-03-17 19:53:09+00,mains_t03-1,370.78
2013-03-17 19:53:10+00,mains_t03-1,394.33
2013-03-17 19:53:11+00,mains_t03-1,392
2013-03-17 19:53:15+00,mains_t03-1,391.36
2013-03-17 19:53:16+00,mains_t03-1,395.3
2013-03-17 19:53:19+00,mains_t03-1,395.9
2013-03-17 19:53:20+00,mains_t03-1,393.49
2013-03-17 19:53:21+00,mains_t03-1,389.44
2013-03-17 19:53:24+00,mains_t03-1,390.58
2013-03-17 19:53:25+00,mains_t03-1,392.99
2013-03-17 19:53:26+00,mains_t03-1,391.27
2013-03-17 19:53:29+00,mains_t03-1,392.5
2013-03-17 19:53:31+00,mains_t03-1,390.72
2013-03-17 19:53:34+00,mains_t03-1,393.35
2013-03-17 19:53:35+00,mains_t03-1,391.69
2013-03-17 19:53:36+00,mains_t03-1,393.51
2013-03-17 19:53:37+00,mains_t03-1,417.44
2013-03-17 19:53:38+00,mains_t03-1,467.16
2013-03-17 19:53:39+00,mains_t03-1,475.72
2013-03-17 19:53:40+00,mains_t03-1,469.08
2013-03-17 19:53:43+00,mains_t03-1,465.92
2013-03-17 19:53:44+00,mains_t03-1,456.53
2013-03-17 19:53:47+00,mains_t03-1,451.63
2013-03-17 19:53:48+00,mains_t03-1,469.32
2013-03-17 19:53:49+00,mains_t03-1,466.63
2013-03-17 19:53:50+00,mains_t03-1,486.72
2013-03-17 19:53:51+00,mains_t03-1,480.31
2013-03-17 19:53:52+00,mains_t03-1,471.31
2013-03-17 19:53:53+00,mains_t03-1,485.44
2013-03-17 19:53:54+00,mains_t03-1,490.03
2013-03-17 19:53:55+00,mains_t03-1,465.97
2013-03-17 19:53:56+00,mains_t03-1,462.63
2013-03-17 19:53:58+00,mains_t03-1,470.5
2013-03-17 19:53:59+00,mains_t03-1,458.47
2013-03-17 19:54:01+00,mains_t03-1,461.24
2013-03-17 19:54:02+00,mains_t03-1,462.77
2013-03-17 19:54:04+00,mains_t03-1,483.75
2013-03-17 19:54:05+00,mains_t03-1,467.07
2013-03-17 19:54:06+00,mains_t03-1,462.1
2013-03-17 19:54:07+00,mains_t03-1,466.1
2013-03-17 19:54:08+00,mains_t03-1,463.7
2013-03-17 19:54:09+00,mains_t03-1,461.06
2013-03-17 19:54:10+00,mains_t03-1,463.78
2013-03-17 19:54:11+00,mains_t03-1,460.12
2013-03-17 19:54:12+00,mains_t03-1,465.08
2013-03-17 19:54:14+00,mains_t03-1,459.17
2013-03-17 19:54:15+00,mains_t03-1,464.73
2013-03-17 19:54:16+00,mains_t03-1,468.34
2013-03-17 19:54:17+00,mains_t03-1,480.36
2013-03-17 19:54:22+00,mains_t03-1,469.37
2013-03-17 19:54:23+00,mains_t03-1,484.26
2013-03-17 19:54:24+00,mains_t03-1,469.88
2013-03-17 19:54:25+00,mains_t03-1,466.68
2013-03-17 19:54:26+00,mains_t03-1,478.62
2013-03-17 19:54:27+00,mains_t03-1,482.17
2013-03-17 19:54:28+00,mains_t03-1,476.13
2013-03-17 19:54:29+00,mains_t03-1,467.65
2013-03-17 19:54:30+00,mains_t03-1,477.13
2013-03-17 19:54:31+00,mains_t03-1,489.61
2013-03-17 19:54:34+00,mains_t03-1,478.58
2013-03-17 19:54:35+00,mains_t03-1,468.68
2013-03-17 19:54:37+00,mains_t03-1,474.44
2013-03-17 19:54:39+00,mains_t03-1,679.88
2013-03-17 19:54:40+00,mains_t03-1,743.84
2013-03-17 19:54:42+00,mains_t03-1,719.76
2013-03-17 19:54:43+00,mains_t03-1,714.96
2013-03-17 19:54:44+00,mains_t03-1,717.69
2013-03-17 19:54:45+00,mains_t03-1,722.66
2013-03-17 19:54:46+00,mains_t03-1,714
2013-03-17 19:54:49+00,mains_t03-1,720.99
2013-03-17 19:54:50+00,mains_t03-1,735.71
2013-03-17 19:54:52+00,mains_t03-1,714.89
2013-03-17 19:54:55+00,mains_t03-1,711.85
2013-03-17 19:54:56+00,mains_t03-1,717.72
2013-03-17 19:54:58+00,mains_t03-1,713.48
2013-03-17 19:55:01+00,mains_t03-1,712.24
2013-03-17 19:55:02+00,mains_t03-1,716.46
2013-03-17 19:55:03+00,mains_t03-1,727.82
2013-03-17 19:55:05+00,mains_t03-1,733.16
2013-03-17 19:55:06+00,mains_t03-1,719.82
2013-03-17 19:55:07+00,mains_t03-1,712.93
2013-03-17 19:55:08+00,mains_t03-1,726.33
2013-03-17 19:55:09+00,mains_t03-1,735.08
2013-03-17 19:55:10+00,mains_t03-1,720.29
2013-03-17 19:55:11+00,mains_t03-1,714.8
2013-03-17 19:55:12+00,mains_t03-1,718.73
2013-03-17 19:55:13+00,mains_t03-1,722.51
2013-03-17 19:55:15+00,mains_t03-1,714.54
2013-03-17 19:55:16+00,mains_t03-1,710.32
2013-03-17 19:55:20+00,mains_t03-1,713.98
2013-03-17 19:55:21+00,mains_t03-1,721.62
2013-03-17 19:55:22+00,mains_t03-1,727.06
2013-03-17 19:55:23+00,mains_t03-1,731.46
2013-03-17 19:55:25+00,mains_t03-1,713.23
2013-03-17 19:55:30+00,mains_t03-1,708.98
2013-03-17 19:55:43+00,mains_t03-1,701.03
2013-03-17 19:55:44+00,mains_t03-1,708.82
2013-03-17 19:55:52+00,mains_t03-1,719.66
2013-03-17 19:55:56+00,mains_t03-1,709.33
2013-03-17 19:56:17+00,mains_t03-1,711.57
2013-03-17 19:56:19+00,mains_t03-1,718.2
2013-03-17 19:56:20+00,mains_t03-1,727.28
2013-03-17 19:56:21+00,mains_t03-1,714.28
2013-03-17 19:56:23+00,mains_t03-1,724.69
2013-03-17 19:56:30+00,mains_t03-1,735.28
2013-03-17 19:56:32+00,mains_t03-1,717.2
2013-03-17 19:56:36+00,mains_t03-1,724.08
2013-03-17 19:56:39+00,mains_t03-1,704.59
2013-03-17 19:56:41+00,mains_t03-1,722.86
2013-03-17 19:56:51+00,mains_t03-1,721.92
2013-03-17 19:56:53+00,mains_t03-1,731.49
2013-03-17 19:56:57+00,mains_t03-1,723.76
2013-03-17 19:56:58+00,mains_t03-1,705.54
2013-03-17 19:57:02+00,mains_t03-1,710.39
2013-03-17 19:57:04+00,mains_t03-1,722.31
2013-03-17 19:57:08+00,mains_t03-1,705.29
2013-03-17 19:57:16+00,mains_t03-1,723.82
2013-03-17 19:57:17+00,mains_t03-1,733.04
2013-03-17 19:57:19+00,mains_t03-1,711.07
2013-03-17 19:57:22+00,mains_t03-1,717.21
2013-03-17 19:57:23+00,mains_t03-1,723.45
2013-03-17 19:57:29+00,mains_t03-1,709.51
2013-03-17 19:57:31+00,mains_t03-1,725.95
2013-03-17 19:57:33+00,mains_t03-1,708.79
2013-03-17 19:57:36+00,mains_t03-1,724.97
2013-03-17 19:57:37+00,mains_t03-1,740.49
2013-03-17 19:57:41+00,mains_t03-1,705.27
2013-03-17 19:57:43+00,mains_t03-1,721.35
